provider,sku_id,description,resource_family,resource_group,usage_type,regions,hourly_price_usd,currency,source,accelerator
GCP,3C1E-40C3-CEFA,Commitment v1: Nvidia Tesla A100 GPU running in Salt Lake City for 3 Year,Compute,GPU,Commit3Yr,us-west3,1.155244678,USD,GCP Cloud Billing Catalog API,A100
GCP,3C3E-20DC-03EF,Nvidia Tesla T4 GPU attached to Spot Preemptible VMs running in Madrid,Compute,GPU,Preemptible,europe-southwest1,0.053,USD,GCP Cloud Billing Catalog API,T4
GCP,3C4B-41B9-D0BC,Reserved V5e TPU in Paris in Calendar Mode,Compute,TPU,OnDemand,europe-west9,0.84,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,3C9B-9F2F-F8F4,Commitment v1: Nvidia Tesla A100 GPU running in Singapore for 3 Year,Compute,GPU,Commit3Yr,asia-southeast1,1.091056239,USD,GCP Cloud Billing Catalog API,A100
GCP,3CAD-576C-F980,Nvidia Tesla T4 GPU attached to Spot Preemptible VMs running in APAC,Compute,GPU,Preemptible,asia-east1,0.1589,USD,GCP Cloud Billing Catalog API,T4
GCP,3CBE-C567-65AA,Reserved Nvidia H100 80GB GPU in Columbus in Calendar Mode,Compute,GPU,OnDemand,us-east5,4.570090841,USD,GCP Cloud Billing Catalog API,H100
GCP,3CED-F9CB-50AB,Commitment v1: Nvidia H100 80GB GPU running in Paris for 1 Year,Compute,GPU,Commit1Yr,europe-west9,7.886618,USD,GCP Cloud Billing Catalog API,H100
GCP,3CFB-EB88-64B4,Commitment v1: Nvidia Tesla P4 GPU running in Sydney for 1 Year,Compute,GPU,Commit1Yr,australia-southeast1,0.409,USD,GCP Cloud Billing Catalog API,P4
GCP,3CFD-5C45-817A,TpuV5e attached to Spot Preemptible VMs running in Montreal,Compute,TPU,Preemptible,northamerica-northeast1,0.253415,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,3CFE-AE80-966B,Commitment v1: Capacity Optimized Tpu7x running in Americas for 3 Years,Compute,TPU,Commit3Yr,"us-west1,us-central1,us-east1",5.4,USD,GCP Cloud Billing Catalog API,TPU v7
GCP,3D08-AD9A-CB29,Commitment v1: 1/8 vGPU in Northern Virginia for 3 Year,Compute,GPU,Commit3Yr,us-east4,0.28463,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,3D29-A1E3-809F,Commitment v1: TpuV5e running in Johannesburg for 3 Years,Compute,TPU,Commit3Yr,africa-south1,0.70632,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,3D30-5FBA-AF5E,Spot Preemptible A4 Nvidia B200 (1 gpu slice) running in Montreal,Compute,GPU,Preemptible,northamerica-northeast1,2.5757,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,3D30-C03A-FFBF,Commitment v1: TpuV5p running in Israel for 1 Year,Compute,TPU,Commit1Yr,me-west1,3.124,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,3D3E-3768-9185,TpuV5e running in Hong Kong,Compute,TPU,OnDemand,asia-east2,1.67868,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,3D44-B7C2-56AD,Commitment v1: Nvidia L4 GPU running in Mumbai for 3 Years,Compute,GPU,Commit3Yr,asia-south1,0.262339046,USD,GCP Cloud Billing Catalog API,L4
GCP,3DB6-B193-792E,Commitment v1: Nvidia Tesla T4 GPU running in Phoenix for 1 Year,Compute,GPU,Commit1Yr,us-west8,0.22,USD,GCP Cloud Billing Catalog API,T4
GCP,3E31-96F1-6FF5,Commitment v1: Nvidia Tesla A100 GPU running in Seoul for 1 Year,Compute,GPU,Commit1Yr,asia-northeast3,1.932378471,USD,GCP Cloud Billing Catalog API,A100
GCP,3E40-55F8-0177,Commitment v1: Nvidia Tesla A100 GPU running in Finland for 1 Year,Compute,GPU,Commit1Yr,europe-north1,1.84836204,USD,GCP Cloud Billing Catalog API,A100
GCP,3E50-545D-702B,Nvidia Tesla A100 GPU attached to Spot Preemptible VMs running in Seoul,Compute,GPU,Preemptible,asia-northeast3,1.3677,USD,GCP Cloud Billing Catalog API,A100
GCP,3E61-572B-CB63,Nvidia Tesla P4 GPU running in Johannesburg,Compute,GPU,OnDemand,africa-south1,0.7848,USD,GCP Cloud Billing Catalog API,P4
GCP,3E9D-A90F-507E,Commitment v1: Nvidia H100 80GB GPU running in Madrid for 3 Years,Compute,GPU,Commit3Yr,europe-southwest1,5.07388,USD,GCP Cloud Billing Catalog API,H100
GCP,3ED3-1CBC-D09A,Spot Preemptible 1/8 vGPU no lssd running in South Carolina,Compute,GPU,Preemptible,us-east1,0.25875,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,3EE0-E12E-E24B,Spot Preemptible A4 Nvidia B200 (1 gpu slice) running in Delhi,Compute,GPU,Preemptible,asia-south2,2.8099,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,3F07-EB21-0043,Commitment v1: Nvidia Tesla T4 GPU running in Zurich for 1 Year,Compute,GPU,Commit1Yr,europe-west6,0.28,USD,GCP Cloud Billing Catalog API,T4
GCP,3F11-E7F8-49FD,Commitment v1: Nvidia H100 80GB Mega GPU running in Sydney for 1 Year,Compute,GPU,Commit1Yr,australia-southeast1,8.891992,USD,GCP Cloud Billing Catalog API,H100
GCP,3F1B-3770-56E8,Nvidia Tesla T4 GPU attached to Spot Preemptible VMs running in Milan,Compute,GPU,Preemptible,europe-west8,0.052,USD,GCP Cloud Billing Catalog API,T4
GCP,3F21-5FA0-7888,Commitment v1: Nvidia L4 GPU running in Madrid for 3 Years,Compute,GPU,Commit3Yr,europe-southwest1,0.2973814,USD,GCP Cloud Billing Catalog API,L4
GCP,3F23-A930-9FC8,Commitment v1: TpuV5p running in Hong Kong for 1 Year,Compute,TPU,Commit1Yr,asia-east2,3.972876,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,3F58-A1C3-764B,Nvidia Tesla T4 GPU attached to Spot Preemptible VMs running in Melbourne,Compute,GPU,Preemptible,australia-southeast2,0.0637,USD,GCP Cloud Billing Catalog API,T4
GCP,3F62-44B1-2596,Nvidia Tesla T4 GPU running in Paris,Compute,GPU,OnDemand,europe-west9,0.406,USD,GCP Cloud Billing Catalog API,T4
GCP,3F63-743F-E15C,Commitment v1: TpuV5p running in Osaka for 3 Years,Compute,TPU,Commit3Yr,asia-northeast2,2.337244,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,3F9C-1700-8907,Nvidia Tesla T4 GPU attached to DWS Defined Duration VMs running in Singapore,Compute,GPU,OnDemand,asia-southeast1,0.37,USD,GCP Cloud Billing Catalog API,T4
GCP,3FA6-5783-2E3B,Nvidia Tesla A100 GPU attached to Spot Preemptible VMs running in Virginia,Compute,GPU,Preemptible,us-east4,1.2654,USD,GCP Cloud Billing Catalog API,A100
GCP,3FC5-29B8-1028,Commitment v1: Nvidia Tesla A100 80GB GPU running in Columbus for 3 Years,Compute,GPU,Commit3Yr,us-east5,3.487689,USD,GCP Cloud Billing Catalog API,A100
GCP,3FCF-D8C6-54E2,Commitment v1: Nvidia Tesla T4 GPU running in Doha for 3 Years,Compute,GPU,Commit3Yr,me-central1,0.1944,USD,GCP Cloud Billing Catalog API,T4
GCP,3FD0-D08B-E1CE,1/8 vGPU no lssd attached to DWS Defined Duration VMs running in Taiwan,Compute,GPU,OnDemand,asia-east1,0.32344,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,3FD2-34C0-B5F6,Commitment v1: TpuV5e running in Sydney for 3 Years,Compute,TPU,Commit3Yr,australia-southeast1,0.675,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,4004-03BA-9F82,Commitment v1: Nvidia H100 80GB GPU running in Virginia for 3 Years,Compute,GPU,Commit3Yr,us-east4,4.299899,USD,GCP Cloud Billing Catalog API,H100
GCP,400C-0A52-4B79,Commitment v1: Nvidia H100 80GB GPU running in Dammam for 1 Year,Compute,GPU,Commit1Yr,me-central2,10.87809,USD,GCP Cloud Billing Catalog API,H100
GCP,400F-DBE6-6CD4,TpuV5e attached to Spot Preemptible VMs running in Columbus,Compute,TPU,Preemptible,us-east5,0.6,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,4044-A89D-C200,TpuV5p attached to Spot Preemptible VMs running in Finland,Compute,TPU,Preemptible,europe-north1,0.855276,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,4093-104D-B5F2,Reserved V5e TPU in TelAviv in Calendar Mode,Compute,TPU,OnDemand,me-west1,0.84,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,40B0-54D3-8DEC,Commitment v1: Nvidia Tesla P100 GPU running in Zurich for 1 Year,Compute,GPU,Commit1Yr,europe-west6,1.195,USD,GCP Cloud Billing Catalog API,P100
GCP,40C6-4D45-9377,Commitment v1: Nvidia Tesla V100 GPU running in Santiago for 1 Year,Compute,GPU,Commit1Yr,southamerica-west1,2.23366,USD,GCP Cloud Billing Catalog API,V100
GCP,40E1-9056-E1F7,Reserved H200 141GB GPU in Phoenix in Calendar Mode,Compute,GPU,OnDemand,us-west8,6.474452822,USD,GCP Cloud Billing Catalog API,H200
GCP,4116-21C3-AC00,TpuV5p attached to Spot Preemptible VMs running in Turin,Compute,TPU,Preemptible,europe-west12,1.002003,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,4124-1765-0CA6,Nvidia H100 80GB Mega GPU running in Netherlands,Compute,GPU,OnDemand,europe-west4,13.44756,USD,GCP Cloud Billing Catalog API,H100
GCP,412B-FAD4-F433,Commitment v1: 1/8 vGPU in Taiwan for 3 Year,Compute,GPU,Commit3Yr,asia-east1,0.37002,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,414D-2712-0666,Nvidia Tesla A100 GPU running in Israel,Compute,GPU,OnDemand,me-west1,3.227299,USD,GCP Cloud Billing Catalog API,A100
GCP,414D-F3A0-383B,Commitment v1: 1/8 vGPU in Melbourne for 1 Year,Compute,GPU,Commit1Yr,australia-southeast2,0.58024,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,4172-2211-E3D9,TpuV5p attached to Spot Preemptible VMs running in Melbourne,Compute,TPU,Preemptible,australia-southeast2,1.009771,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,4172-4910-76F5,Nvidia Tesla T4 GPU running in Mumbai,Compute,GPU,OnDemand,asia-south1,0.41,USD,GCP Cloud Billing Catalog API,T4
GCP,4185-C7BB-D6D5,Reserved V5e TPU in Toronto in Calendar Mode,Compute,TPU,OnDemand,northamerica-northeast2,0.84,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,4197-CA3F-6919,Reserved Nvidia H100 80GB GPU in Virginia in Calendar Mode,Compute,GPU,OnDemand,us-east4,4.570090841,USD,GCP Cloud Billing Catalog API,H100
GCP,41CE-6759-8BC2,Commitment v1: Nvidia Tesla P4 GPU running in Phoenix for 3 Years,Compute,GPU,Commit3Yr,us-west8,0.27,USD,GCP Cloud Billing Catalog API,P4
GCP,41F9-F0D3-321F,Commitment v1: Nvidia Tesla V100 GPU running in Columbus for 1 Year,Compute,GPU,Commit1Yr,us-east5,1.562,USD,GCP Cloud Billing Catalog API,V100
GCP,420B-596A-1037,Reserved H200 141GB GPU in Las Vegas in Calendar Mode,Compute,GPU,OnDemand,us-west4,6.474452822,USD,GCP Cloud Billing Catalog API,H200
GCP,423E-52FE-FD42,Nvidia H100 80GB GPU running in Madrid,Compute,GPU,OnDemand,europe-southwest1,11.55993,USD,GCP Cloud Billing Catalog API,H100
GCP,423E-74DE-432C,DWS Calendar Mode A4 Nvidia B200 (1 gpu slice) in Dammam,Compute,GPU,OnDemand,me-central2,11.277,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,423F-100F-933E,Commitment v1: Nvidia H100 80GB GPU running in Warsaw for 3 Years,Compute,GPU,Commit3Yr,europe-central2,5.539989,USD,GCP Cloud Billing Catalog API,H100
GCP,423F-E8FD-6028,Nvidia Tesla T4 GPU attached to DWS Defined Duration VMs running in Toronto,Compute,GPU,OnDemand,northamerica-northeast2,0.385385,USD,GCP Cloud Billing Catalog API,T4
GCP,425E-807D-6336,Nvidia Tesla P4 GPU running in Osaka,Compute,GPU,OnDemand,asia-northeast2,0.65,USD,GCP Cloud Billing Catalog API,P4
GCP,4277-C12E-B3AB,Reserved Nvidia H100 80GB Mega GPU in Columbus in Calendar Mode,Compute,GPU,OnDemand,us-east5,4.841121033,USD,GCP Cloud Billing Catalog API,H100
GCP,42B2-D9A4-052E,TpuV5p running in Salt Lake City,Compute,TPU,OnDemand,us-west3,4.868505,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,42BA-594D-D5CA,Commitment v1: Nvidia Tesla P100 GPU running in Americas for 3 Year,Compute,GPU,Commit3Yr,"us-central1,us-east1,us-west1",0.657,USD,GCP Cloud Billing Catalog API,P100
GCP,42EB-4CE5-9EDF,Reserved H200 141GB GPU in Americas in Calendar Mode,Compute,GPU,OnDemand,"us-west1,us-central1,us-east1",6.474452822,USD,GCP Cloud Billing Catalog API,H200
GCP,42F3-BD26-70A9,Commitment v1: Nvidia H100 80GB GPU running in Toronto for 1 Year,Compute,GPU,Commit1Yr,northamerica-northeast2,7.486168,USD,GCP Cloud Billing Catalog API,H100
GCP,42FF-3834-849D,Nvidia L4 GPU attached to Spot Preemptible VMs running in Zurich,Compute,GPU,Preemptible,europe-west6,0.2163,USD,GCP Cloud Billing Catalog API,L4
GCP,4313-B029-647E,Commitment v1: Nvidia Tesla T4 GPU running in Milan for 3 Years,Compute,GPU,Commit3Yr,europe-west8,0.1856,USD,GCP Cloud Billing Catalog API,T4
GCP,431C-DC83-2FBC,Commitment v1: Nvidia H100 80GB GPU running in Berlin for 1 Year,Compute,GPU,Commit1Yr,europe-west10,10.47017,USD,GCP Cloud Billing Catalog API,H100
GCP,4321-49E5-DC9C,Commitment v1: TpuV6e running in Mumbai for 1 Year,Compute,TPU,Commit1Yr,asia-south1,2.27,USD,GCP Cloud Billing Catalog API,TPU v6e
GCP,4336-0D85-566C,Nvidia Tesla V100 GPU attached to Spot Preemptible VMs running in Americas,Compute,GPU,Preemptible,"us-central1,us-east1,us-west1",1.178,USD,GCP Cloud Billing Catalog API,V100
GCP,4347-8A45-C239,Reserved Nvidia H100 80GB Mega GPU in Sao Paulo in Calendar Mode,Compute,GPU,OnDemand,southamerica-east1,4.841121033,USD,GCP Cloud Billing Catalog API,H100
GCP,4369-C1A5-857A,Nvidia H100 80GB GPU running in Mumbai,Compute,GPU,OnDemand,asia-south1,10.18841,USD,GCP Cloud Billing Catalog API,H100
GCP,4390-18EF-01F8,Commitment v1: Nvidia Tesla T4 GPU running in Turin for 1 Year,Compute,GPU,Commit1Yr,europe-west12,0.2838,USD,GCP Cloud Billing Catalog API,T4
GCP,4394-A7F8-BD5D,Reserved V5e TPU in Zurich in Calendar Mode,Compute,TPU,OnDemand,europe-west6,0.84,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,439A-AA6C-85F2,Commitment v1: Nvidia Tesla T4 GPU running in Sydney for 1 Year,Compute,GPU,Commit1Yr,australia-southeast1,0.28,USD,GCP Cloud Billing Catalog API,T4
GCP,43E5-82DD-057A,Nvidia L4 GPU running in Santiago,Compute,GPU,OnDemand,southamerica-west1,0.8008575,USD,GCP Cloud Billing Catalog API,L4
GCP,446F-AA1E-245D,TpuV6e running in Americas,Compute,TPU,OnDemand,"us-central1,us-east1,us-west1",2.7,USD,GCP Cloud Billing Catalog API,TPU v6e
GCP,44DB-8CF9-AAF5,1/8 vGPU no lssd attached to DWS Defined Duration VMs running in Finland,Compute,GPU,OnDemand,europe-north1,0.32344,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,44F3-4572-E109,Nvidia H100 80GB GPU attached to Spot Preemptible VMs running in Columbus,Compute,GPU,Preemptible,us-east5,3.2271,USD,GCP Cloud Billing Catalog API,H100
GCP,4515-00E4-CD9D,Commitment v1: Nvidia H100 80GB GPU running in Singapore for 3 Years,Compute,GPU,Commit3Yr,asia-southeast1,5.589868,USD,GCP Cloud Billing Catalog API,H100
GCP,4546-436F-F6E9,Commitment v1: TpuV5e running in Las Vegas for 1 Year,Compute,TPU,Commit1Yr,us-west4,0.84,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,455B-5067-C961,H200 141GB GPU running in Americas,Compute,GPU,OnDemand,"us-west1,us-central1,us-east1",9.31174,USD,GCP Cloud Billing Catalog API,H200
GCP,455E-02FE-F1F8,Nvidia L4 GPU running in Los Angeles,Compute,GPU,OnDemand,us-west2,0.6732244,USD,GCP Cloud Billing Catalog API,L4
GCP,456C-5B23-007B,Commitment v1: Nvidia Tesla T4 GPU running in Sydney for 3 Year,Compute,GPU,Commit3Yr,australia-southeast1,0.2,USD,GCP Cloud Billing Catalog API,T4
GCP,45F9-DAE7-D44D,1/8 vGPU no lssd running in Columbus,Compute,GPU,OnDemand,us-east5,0.71157,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,4616-13B1-255C,TpuV5p running in Berlin,Compute,TPU,OnDemand,europe-west10,6.237,USD,GCP Cloud Billing Catalog API,TPU v5p
GCP,461F-C88F-1557,Commitment v1: Nvidia L4 GPU running in Seoul for 1 Year,Compute,GPU,Commit1Yr,asia-northeast3,0.4530983,USD,GCP Cloud Billing Catalog API,L4
GCP,462B-8A80-23FF,TpuV5e attached to Spot Preemptible VMs running in Las Vegas,Compute,TPU,Preemptible,us-west4,0.4788,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,4650-DF12-3C34,Spot Preemptible A4 Nvidia B200 (1 gpu slice) running in Seoul,Compute,GPU,Preemptible,asia-northeast3,2.8099,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,466C-1797-4CE1,Nvidia H100 80GB Mega GPU running in Virginia,Compute,GPU,OnDemand,us-east4,10.34428,USD,GCP Cloud Billing Catalog API,H100
GCP,467D-5C86-8C99,Reserved Nvidia H100 80GB GPU in Hong Kong in Calendar Mode,Compute,GPU,OnDemand,asia-east2,4.570090841,USD,GCP Cloud Billing Catalog API,H100
GCP,46C9-1928-9AC7,Nvidia Tesla P100 GPU attached to Spot Preemptible VMs running in Salt Lake City,Compute,GPU,Preemptible,us-west3,0.4902,USD,GCP Cloud Billing Catalog API,P100
GCP,46CF-72FB-88FD,Nvidia H100 80GB Mega GPU attached to Spot Preemptible VMs running in Virginia,Compute,GPU,Preemptible,us-east4,1.955,USD,GCP Cloud Billing Catalog API,H100
GCP,46E2-2119-F8D9,Capacity Optimized TpuV6e running in Northern Virginia,Compute,TPU,OnDemand,us-east4,2.7,USD,GCP Cloud Billing Catalog API,TPU v6e
GCP,470D-3318-140D,Commitment v1: Nvidia Tesla V100 GPU running in Las Vegas for 3 Year,Compute,GPU,Commit3Yr,us-west4,1.116,USD,GCP Cloud Billing Catalog API,V100
GCP,4776-3867-AECF,Commitment v1: Nvidia Tesla P4 GPU running in Singapore for 1 Year,Compute,GPU,Commit1Yr,asia-southeast1,0.409,USD,GCP Cloud Billing Catalog API,P4
GCP,4782-1CA6-F5B0,TpuV5e attached to Spot Preemptible VMs running in Osaka,Compute,TPU,Preemptible,asia-northeast2,0.295556,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,47AD-5ED1-71DE,Nvidia Tesla V100 GPU running in Johannesburg,Compute,GPU,OnDemand,africa-south1,3.24384,USD,GCP Cloud Billing Catalog API,V100
GCP,47E6-F32C-4638,Nvidia Tesla P100 GPU attached to Spot Preemptible VMs running in APAC,Compute,GPU,Preemptible,asia-east1,0.144,USD,GCP Cloud Billing Catalog API,P100
GCP,4802-7F23-0CBD,Commitment v1: Nvidia H100 80GB GPU running in Osaka for 3 Years,Compute,GPU,Commit3Yr,asia-northeast2,5.52193,USD,GCP Cloud Billing Catalog API,H100
GCP,484D-8AA8-3F73,Nvidia Tesla A100 80GB GPU attached to DWS Defined Duration VMs running in Americas,Compute,GPU,OnDemand,"us-central1,us-east1,us-west1",1.846198,USD,GCP Cloud Billing Catalog API,A100
GCP,485F-D31B-60F6,Commitment v1: Nvidia Tesla P4 GPU running in Melbourne for 3 Year,Compute,GPU,Commit3Yr,australia-southeast2,0.3834,USD,GCP Cloud Billing Catalog API,P4
GCP,4861-6F7B-F33F,Nvidia Tesla T4 GPU attached to DWS Defined Duration VMs running in Hong Kong,Compute,GPU,OnDemand,asia-east2,0.44,USD,GCP Cloud Billing Catalog API,T4
GCP,487E-AD4B-A08C,1/8 vGPU no lssd attached to DWS Defined Duration VMs running in Tokyo,Compute,GPU,OnDemand,asia-northeast1,0.32344,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,488E-4CBD-C03F,Nvidia Tesla A100 GPU running in Dallas,Compute,GPU,OnDemand,us-south1,3.462011,USD,GCP Cloud Billing Catalog API,A100
GCP,48A2-C25F-A2B9,Nvidia H100 80GB Mega GPU running in Singapore,Compute,GPU,OnDemand,asia-southeast1,13.44756,USD,GCP Cloud Billing Catalog API,H100
GCP,48B3-B8C4-BD06,Commitment v1: Nvidia Tesla A100 80GB GPU running in Israel for 3 Years,Compute,GPU,Commit3Yr,me-west1,3.406249,USD,GCP Cloud Billing Catalog API,A100
GCP,48D4-80D6-E677,Reserved Nvidia H100 80GB Mega GPU in Frankfurt in Calendar Mode,Compute,GPU,OnDemand,europe-west3,4.841121033,USD,GCP Cloud Billing Catalog API,H100
GCP,48E6-02FC-D192,Commitment v1: Nvidia Tesla T4 GPU running in Hong Kong for 1 Year,Compute,GPU,Commit1Yr,asia-east2,0.28,USD,GCP Cloud Billing Catalog API,T4
GCP,48F0-0BA2-707C,Commitment v1: Nvidia Tesla A100 80GB GPU running in Warsaw for 3 Years,Compute,GPU,Commit3Yr,europe-central2,3.989647,USD,GCP Cloud Billing Catalog API,A100
GCP,48FE-1620-BBA2,H200 141GB GPU attached to DWS Defined Duration VMs running in Paris,Compute,GPU,OnDemand,europe-west9,4.575323,USD,GCP Cloud Billing Catalog API,H200
GCP,493A-5851-FD55,Nvidia Tesla P4 GPU running in Phoenix,Compute,GPU,OnDemand,us-west8,0.6,USD,GCP Cloud Billing Catalog API,P4
GCP,497F-6B5A-AF0B,DWS Calendar Mode A4 Nvidia B200 (1 gpu slice) in Jakarta,Compute,GPU,OnDemand,asia-southeast2,11.277,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,49AA-CC96-DAC7,1/8 vGPU no lssd attached to DWS Defined Duration VMs running in Oregon,Compute,GPU,OnDemand,us-west1,0.32344,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,49B9-C04C-F534,DWS Calendar Mode A4 Nvidia B200 (1 gpu slice) in Paris,Compute,GPU,OnDemand,europe-west9,11.277,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,49C6-9328-AC0B,Nvidia Tesla T4 GPU attached to DWS Defined Duration VMs running in Americas,Compute,GPU,OnDemand,"us-central1,us-east1,us-west1",0.35,USD,GCP Cloud Billing Catalog API,T4
GCP,49E5-35C9-E167,Commitment v1: 1/8 vGPU in Finland for 1 Year,Compute,GPU,Commit1Yr,europe-north1,0.49097,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,4A11-7853-107A,Commitment v1: Nvidia L4 GPU running in Israel for 1 Year,Compute,GPU,Commit1Yr,me-west1,0.3881079,USD,GCP Cloud Billing Catalog API,L4
GCP,4A21-3704-3BFE,Commitment v1: Nvidia L4 GPU running in Warsaw for 3 Years,Compute,GPU,Commit3Yr,europe-central2,0.3247001,USD,GCP Cloud Billing Catalog API,L4
GCP,4A33-560B-929C,Nvidia Tesla T4 GPU running in Dammam,Compute,GPU,OnDemand,me-central2,0.56,USD,GCP Cloud Billing Catalog API,T4
GCP,4A48-8159-BA2C,1/8 vGPU no lssd running in Northern Virginia,Compute,GPU,OnDemand,us-east4,0.64688,USD,GCP Cloud Billing Catalog API,T4 Fractional
GCP,4A4C-5C8F-A6AB,Commitment v1: Nvidia L4 GPU running in Belgium for 1 Year,Compute,GPU,Commit1Yr,europe-west1,0.388496,USD,GCP Cloud Billing Catalog API,L4
GCP,4A80-1965-4B76,Nvidia Tesla A100 GPU attached to Spot Preemptible VMs running in Sydney,Compute,GPU,Preemptible,australia-southeast1,0.3776,USD,GCP Cloud Billing Catalog API,A100
GCP,4A96-128A-81F4,A4 Nvidia B200 (1 gpu slice) attached to DWS Defined Duration VMs running in Paris,Compute,GPU,OnDemand,europe-west9,8.055,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,4B16-75A7-D03E,Nvidia Tesla P4 GPU attached to Spot Preemptible VMs running in Milan,Compute,GPU,Preemptible,europe-west8,0.102,USD,GCP Cloud Billing Catalog API,P4
GCP,4B23-69F3-3F06,Spot Preemptible A4 Nvidia B200 (1 gpu slice) running in Dallas,Compute,GPU,Preemptible,us-south1,4.2796,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,4B50-C79C-9114,H200 141GB GPU running in Northern Virginia,Compute,GPU,OnDemand,us-east4,9.31174,USD,GCP Cloud Billing Catalog API,H200
GCP,4B87-5D3D-DB6C,Nvidia Tesla P4 GPU attached to Spot Preemptible VMs running in Columbus,Compute,GPU,Preemptible,us-east5,0.0881,USD,GCP Cloud Billing Catalog API,P4
GCP,4B93-4D86-2079,Nvidia L4 GPU attached to Spot Preemptible VMs running in Taiwan,Compute,GPU,Preemptible,asia-east1,0.3242,USD,GCP Cloud Billing Catalog API,L4
GCP,4C12-8F02-C467,A4 Nvidia B200 (1 gpu slice) attached to DWS Defined Duration VMs running in Los Angeles,Compute,GPU,OnDemand,us-west2,8.055,USD,GCP Cloud Billing Catalog API,Blackwell (B200)
GCP,4C2B-E1C6-670E,Commitment v1: TpuV5e running in Seoul for 3 Years,Compute,TPU,Commit3Yr,asia-northeast3,0.693468,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,4C5A-23C3-BAB8,TpuV5e running in Virginia,Compute,TPU,OnDemand,us-east4,1.2,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,4C89-8FD0-E842,Reserved V6e TPU in Sao Paulo in Calendar Mode,Compute,TPU,OnDemand,southamerica-east1,1.89,USD,GCP Cloud Billing Catalog API,TPU v6e
GCP,4CA6-6501-D406,Reserved V5e TPU in Mumbai in Calendar Mode,Compute,TPU,OnDemand,asia-south1,0.84,USD,GCP Cloud Billing Catalog API,TPU v5e
GCP,4CB3-88FD-5944,Nvidia Tesla A100 80GB GPU attached to Spot Preemptible VMs running in Osaka,Compute,GPU,Preemptible,asia-northeast2,0.8222,USD,GCP Cloud Billing Catalog API,A100
GCP,4CEF-12B9-0218,Nvidia Tesla T4 GPU attached to DWS Defined Duration VMs running in Sao Paulo,Compute,GPU,OnDemand,southamerica-east1,0.48,USD,GCP Cloud Billing Catalog API,T4
GCP,4D16-B707-8ED6,Reserved V6e TPU in London in Calendar Mode,Compute,TPU,OnDemand,europe-west2,1.89,USD,GCP Cloud Billing Catalog API,TPU v6e
GCP,4D3D-36B4-424E,Nvidia H100 Mega 80GB GPU attached to DWS Defined Duration VMs running in Columbus,Compute,GPU,OnDemand,us-east5,4.423936,USD,GCP Cloud Billing Catalog API,H100
GCP,4D60-E8C1-E1A7,Commitment v1: Capacity Optimized TpuV6e running in Dallas for 1 Year,Compute,TPU,Commit1Yr,us-south1,1.89,USD,GCP Cloud Billing Catalog API,TPU v6e
GCP,4D61-303D-729C,Commitment v1: Nvidia Tesla T4 GPU running in Dammam for 3 Years,Compute,GPU,Commit3Yr,me-central2,0.256,USD,GCP Cloud Billing Catalog API,T4
GCP,4D6B-44A7-C581,Commitment v1: Nvidia H100 80GB GPU running in Netherlands for 1 Year,Compute,GPU,Commit1Yr,europe-west4,8.838451,USD,GCP Cloud Billing Catalog API,H100
