provider,service_code,service_name,service_title,category,source,collection_date,category_v2,category_v3
GCP,31F9-EB7E-D488,"F5 Networks F5 Advanced WAF  (PAYG, 1Gbps)","F5 Networks F5 Advanced WAF  (PAYG, 1Gbps)",Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,3203-AAF8-7D6F,Sense Traffic Pulse™ On-Demand Intelligent Video Analytics,Sense Traffic Pulse™ On-Demand Intelligent Video Analytics,Analytics,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,3225-23F0-4062,Weka Machine Learning on Windows 2016,Weka Machine Learning on Windows 2016,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,3377-D1B3-F030,HeidiSQL on Windows 2012 R2,HeidiSQL on Windows 2012 R2,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,33C3-2389-DD71,Veritas NetBackup CloudPoint™ 9.1,Veritas NetBackup CloudPoint™ 9.1,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,3465-A68C-BFDD,CubeBackup for Google Workspace (Windows),CubeBackup for Google Workspace (Windows),Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,35E5-EB7C-B747,AtomicWP Cloud Workload Security for Docker,AtomicWP Cloud Workload Security for Docker,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,363B-8851-170D,Dataproc,Dataproc,Analytics,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,3662-F860-6F1E,BizStats AI,BizStats AI,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,36A9-155B-23F0,API Gateway,API Gateway,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,3713-C0CF-F8B1,JFrog DevOps Platform - Enterprise+,JFrog DevOps Platform - Enterprise+,DevOps,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,374E-72FC-1CD7,CompilerWorks compilerworks-vm deployment,CompilerWorks compilerworks-vm deployment,Compute,Google Cloud Billing Catalog API,2026-05-28,Other,Compute
GCP,376F-19D2-9B33,"Microfusion Technology Co., Ltd AmigoCDN","Microfusion Technology Co., Ltd AmigoCDN",Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,3A1B-66C4-2BAE,Pub/Sub Lite,Pub/Sub Lite,Messaging / Integration,Google Cloud Billing Catalog API,2026-05-28,Other,Networking
GCP,3A97-2B2F-4BCF,NVIDIA Clara Train SDK on Google Cloud,NVIDIA Clara Train SDK on Google Cloud,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,3AFC-B84F-8D20,Dace IT℠with Sense Traffic Pulse™ and Vertex AI,Dace IT℠with Sense Traffic Pulse™ and Vertex AI,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,3B6F-D925-520E,Veeam Backup for Google Cloud,Veeam Backup for Google Cloud,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,3C29-F0F9-87C0,Aqua Cloud Native Security Platform,Aqua Cloud Native Security Platform,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,3CEF-4445-C395,AISE PyTorch NVidia GPU Production,AISE PyTorch NVidia GPU Production,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,3D57-32A3-4B3D,"F5 Networks F5 Advanced WAF (PAYG, 16vCPU)","F5 Networks F5 Advanced WAF (PAYG, 16vCPU)",Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,3DAD-299B-0D94,Backup and DR Service,Backup and DR Service,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,3DD4-CF86-6A20,Eyeblue Cloud Storage,Eyeblue Cloud Storage,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,3DEE-5B87-9006,Veritas NetBackup™,Veritas NetBackup™,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,3F7D-6DF5-9FEA, Secured Postgresql on Windows 2012 R2, Secured Postgresql on Windows 2012 R2,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,3FB4-B70B-0252,JFrog DevOps Platform - Pro - 30 Day Free Trial,JFrog DevOps Platform - Pro - 30 Day Free Trial,DevOps,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,4089-A91B-B72C,Striim Inc. Striim for Google Database Migration,Striim Inc. Striim for Google Database Migration,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,414C-A0E2-DB63,Evidian IDaaS (Identity as a Service),Evidian IDaaS (Identity as a Service),Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,41DA-1FFA-98FF,Aqua Enterprise Security Platform,Aqua Enterprise Security Platform,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,4291-7B20-3ABB,QRadar Security Intelligence Platform App Host v7.3.2 P1,QRadar Security Intelligence Platform App Host v7.3.2 P1,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,4424-E3CF-5E09,DataStax Apache Cassandra for GCP supported by DataStax,DataStax Apache Cassandra for GCP supported by DataStax,Billing / Support,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,4482-1174-7AA2,Aiven for PostgreSQL,Aiven for PostgreSQL,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,47C2-D59C-2006,Joomla on Windows 2012 R2,Joomla on Windows 2012 R2,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,4898-56E6-BF9F,gbick-vm-price-ingestion-test-free-1,gbick-vm-price-ingestion-test-free-1,Compute,Google Cloud Billing Catalog API,2026-05-28,Other,Compute
GCP,4898-7F3B-F8BB,AXI AI SAP EasyConnect,AXI AI SAP EasyConnect,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,4A49-43DC-15FF,Trac on Windows - Project Management Tool,Trac on Windows - Project Management Tool,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,4B50-4AC3-36D5,NetScaler Web App Firewall (WAF) - 1000 Mbps,NetScaler Web App Firewall (WAF) - 1000 Mbps,Security,Google Cloud Billing Catalog API,2026-05-28,Networking,Security
GCP,4BC3-229E-AB3F,AtScale Inc AtScale Adaptive Analytics,AtScale Inc AtScale Adaptive Analytics,Analytics,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,4C1F-807E-603E,Cohesity Backup as a Service,Cohesity Backup as a Service,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,4C5B-68DC-5D85,Real-Time Integration to Cloud SQL for MySQL,Real-Time Integration to Cloud SQL for MySQL,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,4D0F-B1C2-996A,NETSCOUT Application Performance Management for GCP - nGeniusONE,NETSCOUT Application Performance Management for GCP - nGeniusONE,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,4DF8-F0E2-B09F,VM-Series Next-Generation Firewall Bundle 2,VM-Series Next-Generation Firewall Bundle 2,Compute,Google Cloud Billing Catalog API,2026-05-28,Security,Compute
GCP,4E1A-BF2A-21FC,Fortinet FortiADC-VM Application Delivery Controller BYOL,Fortinet FortiADC-VM Application Delivery Controller BYOL,Compute,Google Cloud Billing Catalog API,2026-05-28,Other,Compute
GCP,4E26-114D-8138,MySQL Secured by SG,MySQL Secured by SG,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,4F91-9FCF-8CA1,StackRox Security Platform,StackRox Security Platform,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,5490-F7B7-8DF6,Cloud Logging,Cloud Logging,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,54BD-2F64-9A4F,MySQL with IIS on Windows 2012 R2,MySQL with IIS on Windows 2012 R2,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,54C8-E3A0-5E86,MySQL,MySQL,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,5536-FA17-93E2,APEX Protection Storage for Google (DDVE),APEX Protection Storage for Google (DDVE),Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,5583-32E1-19BA,Tempered Networks Tempered Airwall Conductor v2.2.8,Tempered Networks Tempered Airwall Conductor v2.2.8,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,562C-FB9F-FBE5,Piwigo Gallery: Your Personalized Photo Management Solution,Piwigo Gallery: Your Personalized Photo Management Solution,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,57D6-8E6B-2DE0,Cloud Dataflow,Cloud Dataflow,Analytics,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,58CD-E7C3-72CA,Cloud Monitoring,Cloud Monitoring,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,5957-0099-AD5C,"F5 Networks F5 Advanced WAF (PAYG, 8vCPU)","F5 Networks F5 Advanced WAF (PAYG, 8vCPU)",Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,59F0-AD94-BE1B,NetFoundry Inc. NetFoundry Zero Trust Networking Platform,NetFoundry Inc. NetFoundry Zero Trust Networking Platform,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,5AF5-2C11-D467,Cloud Memorystore for Redis,Cloud Memorystore for Redis,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,5B0B-EC43-D601,Netsil - Application Operations Center (Self-Hosted),Netsil - Application Operations Center (Self-Hosted),Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,5BA9-8DD4-D85C,Dataproc Metastore,Dataproc Metastore,Analytics,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,5D00-C4D5-1F5C,Corezoid Hyperautomation Engine,Corezoid Hyperautomation Engine,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,5D1A-446C-487A,Moodle: The Ultimate Learning Management System,Moodle: The Ultimate Learning Management System,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,5DA6-6B13-4347,Check Point CloudGuard Network Security High Availability (BYOL),Check Point CloudGuard Network Security High Availability (BYOL),AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,5DE8-A315-AE25,Tempered Networks Tempered Airwall Conductor v2.2.3,Tempered Networks Tempered Airwall Conductor v2.2.3,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,5E18-9A83-2867,VM Manager,VM Manager,Compute,Google Cloud Billing Catalog API,2026-05-28,Other,Compute
GCP,5E34-962A-8DCF,Zadara Cube - 1.6TB SSD Block and File Storage,Zadara Cube - 1.6TB SSD Block and File Storage,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,5EEB-E2CB-29E1,Cisco ASA virtual firewall (ASAv),Cisco ASA virtual firewall (ASAv),Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,5FF3-2FED-2805,Thinkup: The Ultimate Social Media Analytics Tool,Thinkup: The Ultimate Social Media Analytics Tool,Analytics,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,60EA-1D83-3909,MySQL 8 (Codelab),MySQL 8 (Codelab),Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,61A2-7AC7-12FA,BeyondInsight (SQL-Free),BeyondInsight (SQL-Free),Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,61DD-B853-FE08,MayaNAS Cloud File Storage,MayaNAS Cloud File Storage,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,63DE-82AB-F564,Cloud Speech API,Cloud Speech API,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,63EF-53A0-9459,Jenkins With CentOS 8 Stream,Jenkins With CentOS 8 Stream,DevOps,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,650B-3C82-34DB,BigQuery BI Engine,BigQuery BI Engine,Analytics,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,6519-E9CC-A975,QRadar Security Intelligence Platform Managed Host v7.3.2 P1,QRadar Security Intelligence Platform Managed Host v7.3.2 P1,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,6594-98DC-0EB3,Cloud KMS KACLS,Cloud KMS KACLS,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,68FB-7D8F-BCEE,GithubCE-v2-9-0,GithubCE-v2-9-0,DevOps,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,6910-147C-4426,Healthcare ML,Healthcare ML,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,69E9-C236-6E87,ScaleArc for MS SQL,ScaleArc for MS SQL,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,69F6-D067-EDB2,"F5 BIG-IP VE – LTM/DNS   (BYOL, 1 Boot Location)","F5 BIG-IP VE – LTM/DNS   (BYOL, 1 Boot Location)",Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,6A61-BEF8-949C,Iron Mountain InSight®,Iron Mountain InSight®,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,6B94-D1B5-8ED7,Cavirin First Line of Defense for Cloud Security - BYOL,Cavirin First Line of Defense for Cloud Security - BYOL,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,6BD3-BF6B-4CAE,Airlock Gateway 7.4,Airlock Gateway 7.4,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,6C88-3A8D-1571,Kaspersky Hybrid Cloud Security (BYOL),Kaspersky Hybrid Cloud Security (BYOL),Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,6CB6-0088-D9BB,Veritas NetBackup™ 9.1,Veritas NetBackup™ 9.1,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,6F81-5844-456A,Compute Engine,Compute Engine,Compute,Google Cloud Billing Catalog API,2026-05-28,Compute,Compute
GCP,719A-983F-202D,Duet AI,Duet AI,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,71CB-8476-F01C,MinIO Object Storage,MinIO Object Storage,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,7200-E915-9CC4,CloudGuard Network Security NGFW and Threat Prevention (BYOL),CloudGuard Network Security NGFW and Threat Prevention (BYOL),Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,72A1-13EC-7C0E,LABS.AI E.D.D.I - Open Source Chatbot Platform,LABS.AI E.D.D.I - Open Source Chatbot Platform,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,72B9-712F-D234,PostgreSQL Cluster (with Bucardo replication),PostgreSQL Cluster (with Bucardo replication),Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,7369-3E4F-BB69,Veritas NetBackup CloudPoint™,Veritas NetBackup CloudPoint™,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,73DA-E903-54C9,Cloud Vision OCR On-Prem,Cloud Vision OCR On-Prem,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,73E4-0A4B-A37D,Mediawiki: Collaborative Knowledge Management,Mediawiki: Collaborative Knowledge Management,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,749F-7748-5DE3,"F5 Networks F5 Per-App VE - Advanced WAF + LTM (PAYG, 25M)","F5 Networks F5 Per-App VE - Advanced WAF + LTM (PAYG, 25M)",Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,74B1-77CF-C302,Vertex AI Search,Vertex AI Search,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,7579-B41A-F79A,AtomicWP Cloud Workload Security,AtomicWP Cloud Workload Security,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,75BA-3F18-565B,Abzooba Inc. xpresso-ai,Abzooba Inc. xpresso-ai,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,7669-04F9-6CC0,OpenVINO™ Toolkit Smart City Reference Implementation VM,OpenVINO™ Toolkit Smart City Reference Implementation VM,Compute,Google Cloud Billing Catalog API,2026-05-28,Other,Compute
GCP,76FD-606F-7E3F,Payment Gateway,Payment Gateway,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,77D5-956F-A0B6,Array Networks vAPV - BYOL,Array Networks vAPV - BYOL,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,7833-560F-9F03,"F5 Networks F5 Advanced WAF  (PAYG, 200Mbps)","F5 Networks F5 Advanced WAF  (PAYG, 200Mbps)",Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,7929-AEC3-626F,Backup for GKE,Backup for GKE,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,7A36-CA7C-E7CA,PostgreSQL with CentOS 8.3,PostgreSQL with CentOS 8.3,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,7B48-FFDB-0D35,V2Ray VPN,V2Ray VPN,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,7BEB-7A51-4223,Network Connectivity Center,Network Connectivity Center,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,7D4B-452B-4807,Load Balancer ADC Enterprise GCP,Load Balancer ADC Enterprise GCP,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,807A-DB32-72DB,Cloud Contact Center AI Platform,Cloud Contact Center AI Platform,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,808A-FF31-2398,Airlock Gateway 7.5,Airlock Gateway 7.5,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,80BB-9E57-982C,FortiAnalyzer Centralized Logging/Reporting,FortiAnalyzer Centralized Logging/Reporting,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,82AF-DE7A-51D0,Container Registry Vulnerability Scanning,Container Registry Vulnerability Scanning,Compute,Google Cloud Billing Catalog API,2026-05-28,Compute,Compute
GCP,82F7-F720-970A,Aiven for Apache Kafka Connect,Aiven for Apache Kafka Connect,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,8350-081E-1AA3,Modshield SB - Web Application Firewall (BYOL),Modshield SB - Web Application Firewall (BYOL),Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,8354-92BB-F1FC,Cisco Meraki vMX,Cisco Meraki vMX,Compute,Google Cloud Billing Catalog API,2026-05-28,Other,Compute
GCP,8480-0C9C-1578,Dace IT℠with Sense Traffic Pulse™ Smart Stadium Reference VM,Dace IT℠with Sense Traffic Pulse™ Smart Stadium Reference VM,Compute,Google Cloud Billing Catalog API,2026-05-28,Other,Compute
GCP,8534-F08B-BEBD,Cloud Domains,Cloud Domains,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,85F6-35D3-58E0,Cortex Certifai,Cortex Certifai,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,8617-F172-5EBD,Cisco Firepower NGFW virtual firewall (NGFWv),Cisco Firepower NGFW virtual firewall (NGFWv),Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,86A8-4796-BD2B,Digital Asset Management,Digital Asset Management,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,870C-C0D2-AACC,Tempered Airwall Conductor v3.0.0,Tempered Airwall Conductor v3.0.0,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,89BD-C877-326D,Aiven for Apache Cassandra,Aiven for Apache Cassandra,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,8B5D-EF7D-EB12,Cloud Build,Cloud Build,DevOps,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,8BFB-22FE-0BF5,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test,JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test,DevOps,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,8C20-EB9B-D9FF,Tempered Networks Conductor v2.2,Tempered Networks Conductor v2.2,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,8C24-874C-F665,Zadara Cube - 10TB Block and File Storage,Zadara Cube - 10TB Block and File Storage,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,8DB6-593A-DE29,suki-ai,suki-ai,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,8E16-A5D7-AA86,JFrog Enterprise - Secure DevOps Platform - Test,JFrog Enterprise - Secure DevOps Platform - Test,DevOps,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,8E39-B122-97BC,Tempered Networks HIPswitch v2.2,Tempered Networks HIPswitch v2.2,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,8F72-B6E2-E39A,Qtum Chain Foundation Unita compute engine,Qtum Chain Foundation Unita compute engine,Compute,Google Cloud Billing Catalog API,2026-05-28,Compute,Compute
GCP,8FB8-9DC6-F51C,Retail API,Retail API,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,8FC4-8F1C-6E2E,Atos Database hotel for GCP,Atos Database hotel for GCP,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,90A5-466E-41D7,Dace IT d/b/a Sense Traffic Pulse ORIGAMI | Oak Ridge Graph Analytics for Medical Innovation,Dace IT d/b/a Sense Traffic Pulse ORIGAMI | Oak Ridge Graph Analytics for Medical Innovation,Analytics,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,916C-61AA-8E54,Google Maps Platform Air Quality Service,Google Maps Platform Air Quality Service,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,92A6-B867-1D4C,MySQL 5.6 on Windows 2012 R2,MySQL 5.6 on Windows 2012 R2,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,936F-AA36-4A91,Exasol Analytics Database PAYG,Exasol Analytics Database PAYG,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,9407-122B-A7B6,Versa Networks Inc Versa Operating System,Versa Networks Inc Versa Operating System,Networking,Google Cloud Billing Catalog API,2026-05-28,Networking,Networking
GCP,9500-B089-9EA5,FlashGrid Cluster for Oracle RAC / SI Database (RH8),FlashGrid Cluster for Oracle RAC / SI Database (RH8),Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,9501-987F-84F0,BigQuery Data Transfer Service,BigQuery Data Transfer Service,Analytics,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,9526-12F3-667B,Ripple Development & Training Suit,Ripple Development & Training Suit,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,95FF-2EF5-5EA1,Cloud Storage,Cloud Storage,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,9662-B51E-5089,Cloud SQL,Cloud SQL,Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,96C2-B131-EA62,DataStax Astra for Apache Cassandra,DataStax Astra for Apache Cassandra,Billing / Support,Google Cloud Billing Catalog API,2026-05-28,Other,Other
GCP,97C3-5FC1-5C7E,Blockchain Solution Platform,Blockchain Solution Platform,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,9866-D980-657B,Google Click to Deploy Migrate for Compute Engine (formerly Velostrata),Google Click to Deploy Migrate for Compute Engine (formerly Velostrata),Compute,Google Cloud Billing Catalog API,2026-05-28,Compute,Compute
GCP,98BE-003B-C43E,Click to Deploy VM Deployment for Redis,Click to Deploy VM Deployment for Redis,Compute,Google Cloud Billing Catalog API,2026-05-28,Database,Compute
GCP,9942-D767-DC5C,VM-Series Next-Generation Firewall (BYOL and ELA),VM-Series Next-Generation Firewall (BYOL and ELA),Compute,Google Cloud Billing Catalog API,2026-05-28,Security,Compute
GCP,9948-2FED-FE82,Intelligent Video Analytics VM,Intelligent Video Analytics VM,Compute,Google Cloud Billing Catalog API,2026-05-28,Analytics,Compute
GCP,9B8F-0ABC-AD60,Logistic ML,Logistic ML,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,9BC8-1C6A-599D,PerimeterX Bot Defender Web,PerimeterX Bot Defender Web,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,9C84-ADE9-D5BF,JOOMLA,JOOMLA,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,9C87-5BCE-65DD,Storage Insights,Storage Insights,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,9D03-633A-0524,NVIDIA Image for AI using GPUs - Optimized for PyTorch,NVIDIA Image for AI using GPUs - Optimized for PyTorch,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,9DCC-EE36-1563,vSRX Next Generation Firewall with Anti-Virus Protection,vSRX Next Generation Firewall with Anti-Virus Protection,Security,Google Cloud Billing Catalog API,2026-05-28,Security,Security
GCP,9E2D-8362-D2B6,NETSCOUT Application Performance Management for GCP - vSTREAM,NETSCOUT Application Performance Management for GCP - vSTREAM,Management,Google Cloud Billing Catalog API,2026-05-28,Analytics,Analytics
GCP,9F34-C20A-7E12,Aparavi Aparavi Active Archive,Aparavi Aparavi Active Archive,Storage,Google Cloud Billing Catalog API,2026-05-28,Storage,Storage
GCP,A01D-6876-60A3,"Pivotal Software, Inc. Pivotal Postgres","Pivotal Software, Inc. Pivotal Postgres",Database,Google Cloud Billing Catalog API,2026-05-28,Database,Database
GCP,A02A-EFEA-2C2D,Dataiku Get Started,Dataiku Get Started,AI / Machine Learning,Google Cloud Billing Catalog API,2026-05-28,AI / Machine Learning,AI / Machine Learning
GCP,A0F5-2E03-A25B,Informatica Intelligent Data Management Cloud Secure Agent,Informatica Intelligent Data Management Cloud Secure Agent,Management,Google Cloud Billing Catalog API,2026-05-28,Management,Management
GCP,A1E8-BE35-7EBC,Cloud Pub/Sub,Cloud Pub/Sub,Messaging / Integration,Google Cloud Billing Catalog API,2026-05-28,Other,Networking
GCP,A22A-E5D7-B6FF,DataStax Astra DB,DataStax Astra DB,Billing / Support,Google Cloud Billing Catalog API,2026-05-28,Other,Other
